66,67,One-Last-Time,Ariana-Grande,http://genius.com/Ariana-Grande-One-Last-Time-lyrics
67,68,Chains,Nick-Jonas,http://genius.com/Nick-Jonas-Chains-lyrics
68,69,All-Eyes-on-You,Meek-Mill,http://genius.com/Meek-Mill-All-Eyes-on-You-lyrics
69,70,No-Type,Rae-Sremmurd,http://genius.com/Rae-Sremmurd-No-Type-lyrics
70,71,Riptide,Vance-Joy,http://genius.com/Vance-Joy-Riptide-lyrics
71,72,Classic-Man,Jidenna,http://genius.com/Jidenna-Classic-Man-lyrics
72,73,Exs-and-Ohs,Elle-King,http://genius.com/Elle-King-Exs-and-Ohs-lyrics
73,74,Dear-Future-Husband,Meghan-Trainor,http://genius.com/Meghan-Trainor-Dear-Future-Husband-lyrics
74,75,Marvin-Gaye,Charlie-Puth,http://genius.com/Charlie-Puth-Marvin-Gaye-lyrics
75,76,Like-Im-Gonna-Lose-You,Meghan-Trainor,http://genius.com/Meghan-Trainor-Like-Im-Gonna-Lose-You-lyrics
76,77,Habits-Stay-High,Tove-Lo,http://genius.com/Tove-Lo-Habits-Stay-High-lyrics
77,78,The-Hanging-Tree,James-Newton-Howard,http://genius.com/James-Newton-Howard-The-Hanging-Tree-lyrics
78,79,CoCo,OT-Genasis,http://genius.com/OT-Genasis-CoCo-lyrics
79,80,Bang-Bang,Jessie-J,http://genius.com/Jessie-J-Bang-Bang-lyrics
80,81,Lay-Me-Down,Sam-Smith,http://genius.com/Sam-Smith-Lay-Me-Down-lyrics
81,82,Tuesday,ILoveMakonnen,http://genius.com/ILoveMakonnen-Tuesday-lyrics
82,83,Hit-the-Quan,iLoveMemphis,http://genius.com/iLoveMemphis-Hit-the-Quan-lyrics
83,84,Downtown,Macklemore-and-Ryan-Lewis,http://genius.com/Macklemore-and-Ryan-Lewis-Downtown-lyrics
84,85,House-Party,Sam-Hunt,http://genius.com/Sam-Hunt-House-Party-lyrics
85,86,Ayo,Chris-Brown,http://genius.com/Chris-Brown-Ayo-lyrics
86,87,Kick-the-Dust-Up,Luke-Bryan,http://genius.com/Luke-Bryan-Kick-the-Dust-Up-lyrics
87,88,Blessings,Big-Sean,http://genius.com/Big-Sean-Blessings-lyrics
88,89,Budapest,George-Ezra,http://genius.com/George-Ezra-Budapest-lyrics
89,90,Chandelier,Sia,http://genius.com/Sia-Chandelier-lyrics
90,91,Heartbeat-Song,Kelly-Clarkson,http://genius.com/Kelly-Clarkson-Heartbeat-Song-lyrics
91,92,Dont,Ed-Sheeran,http://genius.com/Ed-Sheeran-Dont-lyrics
92,93,Ghost,Ella-Henderson,http://genius.com/Ella-Henderson-Ghost-lyrics
93,94,Here,Alessia-Cara,http://genius.com/Alessia-Cara-Here-lyrics
94,95,Waves,Mr-Probz,http://genius.com/Mr-Probz-Waves-lyrics
95,96,El-Perdon,Nicky-Jam,http://genius.com/Nicky-Jam-El-Perdon-lyrics
96,97,She-Knows,Ne-Yo,http://genius.com/Ne-Yo-She-Knows-lyrics
97,98,Night-Changes,One-Direction,http://genius.com/One-Direction-Night-Changes-lyrics
98,99,Back-to-Back,Drake,http://genius.com/Drake-Back-to-Back-lyrics
99,100,How-Deep-Is-Your-Love,Calvin-Harris,http://genius.com/Calvin-Harris-How-Deep-Is-Your-Love-lyrics
