,rank,songname,artist,urls,lyrics_raw
10,,,,,"[Verse 1] / I eat my dinner in my bathtub / Then I go to sex clubs / Watching freaky people getting it on / It doesn't make me nervous / If anything, I'm restless / Yeah, I've been around and I've seen it all / I get home, I got the munchies / Binge on all my Twinkies / Throw up in the tub and I go to sleep / And I drank up all my money / Dazed and kinda lonely / [Chorus] / You're gone and I got to stay high / All the time, to keep you off my mind / Oh oh oh  oh, oh oh oh  oh / High, all the time, to keep you off my mind / Oh oh oh  oh, oh oh oh  oh / Spend my days locked in a haze / Trying to forget you, babe / I fall back down / I gotta stay high, all my life / To forget I'm missing you / Oh oh oh  oh, oh oh oh  oh / [Verse 2] / Pick up daddies at the playground / How I spend my day time / Loosen up their frown, make them feel alive / Make it fast and greasy / I'm numb and way too easy / [Chorus] / You're gone and I got to stay high / All the time, to keep you off my mind / Oh oh oh  oh, oh oh oh  oh / High, all the time, to keep you off my mind / Oh oh oh  oh, oh oh oh  oh / Spend my days locked in a haze / Trying to forget you, babe / I fall back down / I gotta stay high, all my life / To forget I'm missing you / Oh oh oh  oh, oh oh oh  oh / [Bridge] / Staying in my play pretend / Where the fun ain't got no end, oh / Can't go home alone again / Need someone to numb the pain, oh / Staying in my play pretend / Where the fun ain't got no end, oh / Can't go home alone again / Need someone to numb the pain / [Chorus] / You're gone and I got to stay high / All the time, to keep you off my mind / Oh oh oh  oh, oh oh oh  oh / High, all the time, to keep you off my mind / Oh oh oh  oh, oh oh oh  oh / Spend my days locked in a haze / Trying to forget you, babe / I fall back down / I gotta stay high, all my life / To forget I'm missing you / Oh oh oh  oh, oh oh oh  oh"
11,,,,,"[Verse 1] / Are you, are you coming to the tree? / Where they strung up a man they say murdered three / Strange things did happen here / No stranger would it be / If we met up at midnight in the hanging tree / [Verse 2] / Are you, are you coming to the tree? / Where a dead man called out for his love to flee / Strange things did happen here / No stranger would it be / If we met up at midnight in the hanging tree / [Verse 3] / Are you, are you coming to the tree? / Where I told you to run, so we’d both be free / Strange things did happen here / No stranger would it be / If we met up at midnight in the hanging tree / [Verse 4] / Are you, are you coming to the tree? / Wear a necklace of rope, side by side with me / Strange things did happen here / No stranger would it be / If we met up at midnight in the hanging tree / [Verse 3] / Are you, are you coming to the tree? / Where I told you to run, so we’d both be free / Strange things did happen here / No stranger would it be / If we met up at midnight in the hanging tree / [Verse 1] / Are you, are you coming to the tree? / Where they strung up a man they say murdered three / Strange things did happen here / No stranger would it be / If we met at midnight in the hanging tree / [Verse 2] / Are you, are you coming to the tree? / Where a dead man called out for his love to flee / Strange things did happen here / No stranger would it be / If we met up at midnight in the hanging tree"
12,,,,,"[Hook] / I'm in love with the coco / I'm in love with the coco / I got it for the low, low / I'm in love with the coco / I'm in love with the coco (cocaína) / I'm in love with the coco / I got it for the low, low (turn up!) / I'm in love with the coco / [Verse 1] / Hit my plug, that's my cholo (mi amigo) / Cause he got it for the low, low / If you snitchin' I go loco (go crazy) / Hit you with that treinta ocho / Niggas thinkin' that I'm solo / Fifty deep, they like, ""oh, no"" / Heard the feds takin' photos / I know nothin', fuck the popo / [Refrain] / Bakin' soda, I got bakin' soda / Bakin' soda, I got bakin' soda / Whip it through the glass, nigga / I'm blowin' money fast, nigga / [Hook] / I'm in love with the coco / I'm in love with the coco / I got it for the low, low / I'm in love with the coco / I'm in love with the coco (cocaína) / I'm in love with the coco / I got it for the low, low (turn up!) / I'm in love with the coco / [Verse 2] / Thirty six, that's a kilo (aqui) / Need a brick, miss my free throw (they white) / I'm in love, just like Ne-Yo / Bustin' shots, now he Neo (Matrix) / Free my homies, fuck the C.O. (puto) / Fuck the judge, fuck my P.O. (puto) / All this coke, like I'm Nino / Water whip, like I'm Nemo / [Refrain] / Bakin' soda, I got bakin' soda / Bakin' soda, I got bakin' soda / Whip it through the glass, nigga / I'm blowin' money fast, nigga / [Hook] / I'm in love with the coco / I'm in love with the coco / I got it for the low, low / I'm in love with the coco / I'm in love with the coco (cocaína) / I'm in love with the coco / I got it for the low, low (turn up!) / I'm in love with the coco"
13,,,,,"[Produced by Max Martin, Rickard Göransson & Ilya] / [Verse 1: Jessie J] / She got a body like an hourglass / But I can give it to you all the time / She got a booty like a Cadillac / But I can send you into overdrive / (You've been waiting for that, step on up, swing your bat) / See, anybody could be bad to you / You need a good girl to blow your mind, yeah / [Hook: Jessie J] / Bang bang into the room (I know you want it) / Bang bang all over you (I’ll let you have it) / Wait a minute let me take you there (ah) / Wait a minute 'til you (ahhh, hey!) / Bang bang there goes your heart (I know you want it) / Back, back seat of my car (I’ll let you have it) / Wait a minute let me take you there (ah) / Wait a minute 'til you (ahhh, hey!) / [Verse 2: Ariana Grande] / She might've let you hold her hand in school / But I'mma show you how to graduate / No, I don't need to hear you talk the talk / Just come and show me what your momma gave, oh yeah / (I heard you've got a very big shhh, mouth but don’t say a thing) / See anybody could be good to you / You need a bad girl to blow your mind / [Hook: Jessie J & Ariana Grande] / Bang bang into the room (I know you want it) / Bang bang all over you (I’ll let you have it) / Wait a minute let me take you there (ah) / Wait a minute 'til you (ahhh, hey!) / Bang bang there goes your heart (I know you want it) / Back, back seat of my car (I’ll let you have it) / Wait a minute let me take you there (ah) / Wait a minute 'til you (ahhh, hey!) / [Collision/Spoken: Nicki Minaj] / You know what, girls? / Let me show you how to do it / [Verse 3: Nicki Minaj] / It’s Myx moscato, it’s frizz in a bottle / It’s Nicki Full Throttle, it’s oh, oh / Swimming in The Grotto / , / we winning in the lotto / We dipping in the powder blue, four door / Kitten so good, it's dripping on wood / Get a ride in the engine that could go / Batman, robbin' it, / bang bang, cockin' it / Queen Nicki dominant, prominent / It's me, Jessie, and Ari, if they test me, they sorry / Ride his uh like a Harley / then pull off in his Ferrari / If he hanging we banging, phone ranging, he slanging / It ain't karaoke night but get the mic ‘cause I'm singing / [Bridge: Jessie J & (Nicki Minaj)] / (Uh, B to the A to the N to the G to the uh) / (B to the A to the N to the G to the hey) / See, anybody could be good to you / You need a bad girl to blow your mind / [Hook: Jessie J & Ariana Grande] / Bang bang into the room (I know you want it) / Bang bang all over you (I’ll let you have it) / Wait a minute let me take you there (ah) / Wait a minute 'til you (ahhh, hey!) / Bang bang there goes your heart (I know you want it) / Back, back seat of my car (I’ll let you have it) / Wait a minute let me take you there (ah) / Wait a minute 'til you (ahhh, hey!) / [Collision/Outro: Nicki Minaj] / Yeah, I said bang, bang / Bang, bang, bang, bang"
14,,,,,"[Verse 1] / Yes I do, I believe / That one day I will be where I was / Right there, right next to you / And it's hard, the days just seem so dark / The moon, the stars are nothing without you / Your touch, your skin, where do I begin? / No words can explain the way I'm missing you / Deny this emptiness, this hole that I'm inside / These tears, they tell their own story / [Pre-Chorus] / Told me not to cry when you were gone / But the feeling's overwhelming, it's much too strong / [Chorus] / Can I lay by your side, next to you, you? / And make sure you're alright / I'll take care of you / I don't want to be here if I can't be with you tonight / [Verse 2] / I'm reaching out to you / Can you hear my call? / This hurt that I've been through / I'm missing you, missing you like crazy / [Pre-Chorus] / Told me not to cry when you were gone / But the feeling's overwhelming, it's much too strong / [Chorus-Sam Smith ] / Can I lay by your side, next to you, you? / And make sure you're alright / I'll take care of you / I don't want to be here if I can't be with you tonight / [Outro-Sam Smith ] / Lay me down tonight, lay me by your side / Lay me down tonight, lay me by your side / Can I lay by your side, next to you, you"
15,,,,,"[Hook: ILoveMakonnen] / Got the club goin' up, on a Tuesday / Got your girl in the cut and she choosey / Club goin' up, on a Tuesday / Got your girl in the cut and she choosey / Club goin' up, on a Tuesday / Got your girl in the cut and she choosey / Club goin' up, on a Tuesday / Got your girl in the cut and she choosey / [Verse 1: Drake] / Squad goin' up, nobody flippin' packs now / I just did 3 in a row, them shows is back-to-back to back now / Put the world on our sound, you know PARTY and The Weeknd / Ain't got no motherfuckin' time to party on the weekend / Tell Gelo, ""Bring the juice, we about to get lit"" / Fill the room up with some tings, one night off and this is it / Always workin' OT, overtime and outta town / Shit is crazy back home, it kills me that I'm not around / I think we gettin' too deep; shit I'm talkin' might be too true / Upstairs I got Xans in an Advil bottle, I don't take them shits / But you do, so I got 'em for you / I don't need the pills, I'm just gon' have another drink / And when I'm puttin' work in on a weekend / I'll look back on this and think how we had the club going up / [Hook: ILoveMakonnen] / Got the club goin' up, on a Tuesday / Got your girl in the cut and she choosey / Club goin' up, on a Tuesday / Got your girl in the cut and she choosey / Club goin' up, on a Tuesday / Got your girl in the cut and she choosey / Club goin' up, on a Tuesday / Got your girl in the cut and she choosey / [Verse 2: ILoveMakonnen] / Workin' Monday night, on the corner flippin' hard / Made at least 3 thousand, on the boulevard / I've been workin' graveyard shifts every other weekend / Ain't got no fuckin' time to party on the weekend / I've been flippin' in the house, makin' juugs on the highway / I've been ridin' out of state, makin' money like my way / I don't think that I should dance, I'm just gon' have another drink / I'm doin' my stance, you know my molly pink / I got the loudest of the loud, you know my gas stink / My P.O. think I'm in the house, don't give a damn 'bout what she think / [Hook: ILoveMakonnen] / Got the club goin' up, on a Tuesday / Got your girl in the cut and she choosey / Club goin' up, on a Tuesday / Got your girl in the cut and she choosey / Club goin' up, on a Tuesday / Got your girl in the cut and she choosey / Club goin' up, on a Tuesday / Got your girl in the cut and she choosey / [Bridge: ILoveMakonnen] / And it ain't no way no, how I made it on my own / I made my own style, I don't think that I should stay / You know I gotta' go, been moving too fast / Don't wanna take it slow / [Hook: ILoveMakonnen] / Got the club goin' up, on a Tuesday / Got your girl in the cut and she choosey / Club goin' up, on a Tuesday / Got your girl in the cut and she choosey / Club goin' up, on a Tuesday / Got your girl in the cut and she choosey / Club goin' up, on a Tuesday / Got your girl in the cut and she choosey"
16,,,,,"[Produced by Buck Nasty] / [Intro] / I finna, I finna, finna show you how to / [Hook] / Hit the Quan, hit the Quan, hit the Quan, hit the Quan / I said get down low and swing your arm / I said get down low and hit the Quan / I'm finna show you how to / Hit the Quan, hit the Quan, hit the Quan, hit the Quan / I said get down low and swing your arm / I said get down low and hit the Quan / [Verse 1] / I paper chase then vanish / Hit the Quan on her make her boyfriend panic / I heart Memphis, but I also love dancing / I done took off on em, I don't plan on landing / I call shots just do it like Nike / No FaceTime but the people want to Skype me / If I do time then who would really write me / I stay on y'all mind but “oh I think they like me” / Clean pair of sneaks, with a designer belt / Please watch your step cause I'm feeling myself / Throw a flag on the play, man somebody get the ref / Go / blah la la la low / , man somebody get some help / Pulled up on the block / [Hook] / Hit the Quan, hit the Quan, hit the Quan, hit the Quan / I said get down low and swing your arm / I said get down low and hit the Quan / I'm finna show you how to / Hit the Quan, hit the Quan, hit the Quan, hit the Quan / I said get down low and swing your arm / I said get down low and hit the Quan / [Verse 2] / Pull up on the block and do the dance like crazy / This chick is hella hot but I know this chick crazy / If I think she not then that makes me crazy / We are both thots so we are both are crazy / Flexing always on my agenda / Your whole team rats, your CEO is Master Splinter / Bout to hit the Quan and turn that girl into a member / Now my whole team flexing, I think we got a winner / People want to dap it up but they can't get none from me / I went to jail and snap it up, at least I had bum money / People wanna walk around me tryna steal my lingo / Just make sure when you talk about me you say he's doing his thing though / [Hook] / Hit the Quan, hit the Quan, hit the Quan, hit the Quan / I said get down low and swing your arm / I said get down low and hit the Quan / I'm finna show you how to / Hit the Quan, hit the Quan, hit the Quan, hit the Quan / I said get down low and swing your arm / I said get down low and hit the Quan"
17,,,,,"[Verse 1: Macklemore] / I went to the moped store, said ""Fuck it"" / Salesman's like ""What up, what's your budget?"" / And I'm like ""Honestly, I don't know nothing about mopeds"" / He said ""I got the one for you, follow me"" / Ooh, it's too real / Chromed out mirror, I don't need a windshield / Banana seat, a canopy on two wheels / Eight hundred cash, that's a hell of a deal / I'm headed... / [Verse 2: Grandmaster Caz, Kool Moe Dee & Melle Mel] / Downtown, cruising through the alley / Tip-toeing in the street like ballet / Pulled up, moped to the valet / White walls on the wheels like mayonnaise / Dope, my crew is ill, and all we need is two good wheels / Got gas in the tank, cash in the bank / And a bad little mama with her ass in my face / I'mma lick that, stick that, break her off, Kit-Kat / Snuck her in backstage, you don't need a wristband / Dope / [Verse 3: Macklemore] / Killing the game, 'bout to catch a body / Passed the Harley, Dukie on the Ducati / Timbaland, Khaled, Scott Storch, Birdman / Goddamn, man, everybody got Bugattis / But I'mma keep it hella 1987 / Head into the dealership and drop a stack and cop a Kawasaki / I'm stunting on everybody, hella raw, pass the Wasabi / I'm so low that my scrotum's almost dragging up on the concrete / My seat is leather, alright, I'm lying, it's pleather / But girl, we could still ride together, oh / You don't need an Uber, you don't need a cab / Fuck a bus pass, you got a moped man / She got 1988 Mariah Carey hair / Very rare, mom jeans on her derriere / Throwing up the West Side as we tear in the air / Stop by Pike Place, throwing fish to a player / [Hook: Eric Nally] / Downtown, downtown (Downtown) / Downtown, downtown (Downtown) / She has her arms around your waist / With a balance that will keep her safe / (Downtown) / Have you ever felt the warm embrace / (Downtown) / Of a leather seat between your legs / (Hey-ey-ey-ey, hey-ey-ey-ey) / (Hey-ey-ey-ey, hey-ey-ey-ey) / Downtown / You don't want no beef, boy / Know I run the streets, boy / Better follow me towards / Downtown / What you see is what you get, girl / Don't ever forget, girl / Ain't seen nothing yet until you're / Downtown / [Verse 4: Grandmaster Caz, Kool Moe Dee & Melle Mel] / Dope / Cut the bullshit / Get off my mullet / Stone washed, so raw / Moped like a bullet, oh, yee-ow / You can't catch me / A po-po can't reprimand me / I'm in a B-Boy stance, I'm not dancing / I got your girl on the back going tandem / Cause I'm too damn quick, I'm too damn slick / Whole downtown yelling out ""Who that is?"" / [Verse 5: Macklemore] / It's me, the M, the A-C, the K / Sounding like a French pimp from back in the day / I take her to Pend Oreille and I water skate / I mean, water ski, ollie, ollie, oxen free / I'm perusing down Fourth and they watching me / I do a headstand, the eagle lands on my seat / Well hello, but baby, the kickstand ain't free / Now do you or do you not wanna ride with me? / I got one girl, I got two wheels / She a big girl, but ain't a big deal / I like a big girl, I like 'em sassy / Going down the backstreet listening to Blackstreet / Running around the whole town / Neighbors yelling at me like, ""You need to slow down"" / ""Going thirty-eight, Dan, chill the fuck out / Mow your damn lawn and sit the hell down"" / If I only had one helmet, I would give it to you, give it to you / Cruising down Broadway, girl, what a wonderful view, wonderful view / There's layers to this shit, player, tiramisu, tiramisu / Let my coat-tail drag but I ain't tearing my suit, tearing my suit / [Hook: Eric Nally] / Downtown, downtown (Downtown) / Downtown, downtown / She has her arms around your waist / With a balance that will keep her safe / (Downtown) / Have you ever felt the warm embrace / (Downtown) / Of a leather seat between your legs / Downtown / You don't want no beef, boy / Know I run the streets, boy / Better follow me towards / Downtown / What you see is what you get, girl / Don't ever forget, girl / Ain't seen nothing yet until you're / Downtown / [Outro: All] / You don't want no beef, boy / Know I run the streets, boy / Better follow me towards / Downtown / What you see is what you get, girl / Don't ever forget, girl / Ain't seen nothing yet until you're / Downtown"
18,,,,,"[Verse 1] / You're on the couch, blowing up my phone / You don't want to come out, but you don't want to be alone / It don't take but two to have a little soiree / If you're in the mood, sit tight right where you are, babe / Cause I'll be at your door in ten minutes / Whatever you got on, girl, stay in it / You ain't gotta leave the house to have a good time / I'ma bring the good time home to you / [Chorus] / We'll have a house party, we don't need nobody / Turn your TV off, break that boombox out / We'll wake up all the neighbors til the whole block hates us / And the cops will show up and try to shut us down / [Post-Chorus] / If you're gonna be a homebody / We're gonna have a house party / If you wanna be a homebody / We're gonna have a house party / [Verse 2] / Throw a neon t-shirt over the lamp shade / I'll take the furniture, slide it out of the way / Shaking the floor, rattling the roof / We'll go to town right there in your living room / [Chorus] / Let's have a house party, we don't need nobody / Turn your TV off, break that boombox out / We'll wake up all the neighbors til the whole block hates us / And the cops will show up and try to shut us down / [Post-Chorus] / If you're gonna be a homebody / We're gonna have a house party / If you wanna be a homebody / We're gonna have a house party / [Bridge] / So I'll be at your door in ten minutes / Whatever you got on, baby, stay in it / You ain't gotta leave the house to have a good time / I'ma bring the good time home to you / [Chorus] / We'll have a house party, we don't need nobody / Turn your TV off, break that boombox out / We'll wake up all the neighbors til the whole block hates us / And the cops will show up and try to shut us down / [Post-Chorus] / If you're gonna be a homebody / We're gonna have a house party / If you wanna be a homebody / We're gonna have a house party"
19,,,,,"[Intro] / I need you, I need you / I need you, I need you / I need you, I need you / I need you, I need you / [Hook: Chris Brown] / We poppin' like ayo / All my bitches got real hair chilling with the top down / Screaming like ayo / I'mma take her ass down when she bring her friend around / Fuck ‘em both like ayo / I'm a bougie ass nigga, left the roof at home / We popping like ayo, ayo, ayo / But don't be acting like I need you / [Verse 1: Tyga] / Ah, ay babe, this my new shit / I'm the black Richie Rich with the roof missing / If it don't make dollars, don't make sense / Z, wake up like I gotta get it / And I got an engine full of trunk space / I get money three ways, fucking bitches three ways / 7 different foreigns plus she no hablé / But I make that bitch walk for some cheesecake / Yeah, I'm the coldest nigga, icy / Looking in the mirror like I wish I can be me / She too into me, I'm more into money / My hobby's her body, that pussy's my lobby / I'mma eat it, I'mma eat it / I don't lie, hold my dick, too conceited / Uh, told her she's my wife for the weekend / But don't be acting like I need you cause we poppin' like / [Hook: Chris Brown] / Ayo / All my bitches got real hair chilling with the top down / Screaming like ayo / I'mma take her ass down when she bring her friend around / Fuck ‘em both like ayo / I'm a bougie ass nigga, left the roof at home / We popping like ayo, ayo, ayo / But don't be acting like I need you / [Verse 2: Chris Brown] / I'm in a Rolls, you don't roll right / My chain shine brighter than a strobe light / I'm tryna fuck Coco, this don't concern Ice / If I motorboat, she gon' motorbike / A nigga ain't worried about nothin' / Rehabilitation just had me worried'about fucking / Money, decision-making, only worried about stunting / She worried about me, her nigga worried about cuffing / I wanna see her body, body / And she said get inside of me / I wanna feel you baby, yeah / Just bring the animal right out of me / We loving, she love it / Especially when I go down on her / Now we fucking, she thugging / Getting loud, cause we poppin' like / [Hook: Chris Brown] / Ayo / All my bitches got real hair chilling with the top down / Screaming like ayo / I'mma take her ass down when she bring her friend around / Fuck ‘em both like ayo / I'm a bougie ass nigga, left the roof at home / We popping like ayo, ayo, ayo / But don't be acting like I need you / [Verse 3: Chris Brown & / Tyga / ] / Huh, look, alright, now I can spot your bitch from a mile away / Valentine in that pussy, it's a holiday / Uh, you losing money, I win mills, Dr. J / She gon' to follow my lead, Simon Says / Paper, paper, I'm riding 'scrapers in California / Car smelling like ammonia, we got that stank on us / Never been an Outkast that stank on ya / From the ghetto but my bitch like Apollonia / We in the hood, tatted like a Mexican / Car too fast, give a fuck about pedestrians / And my section less niggas, more lesbians / Got your bitch, I'm that nigga / Yeah we poppin' like / [Hook: Chris Brown] / Ayo / All my bitches got real hair chilling with the top down / Screaming like ayo / I'mma take her ass down when she bring her friend around / Fuck ‘em both like ayo / I'm a bougie ass nigga, left the roof at home / We popping like ayo, ayo, ayo / But don't be acting like I need you / [Outro: Tyga] / Yeah, this that fly shit, King shit only / Drop top, no roof, ah / (I need you) / (I need you)"
20,,,,,"Kick the dust up, c'mon / [Verse 1] / All week long it’s a farmin’ town / They’re makin’ that money grow / Tractors, plows with flashing lights / Backin’ up a two lane road / They take one last lap around / That sun up high goes down / And then it's on, come on / Girl kick it on back / Z71 like a Cadillac / [Chorus] / We go way out where / There ain’t nobody / We turn this cornfield / Into a party / Pedal to the floorboard / Eight up in a four door / Burnin’ up a back road song / Park it and we pile out / Baby, watch your step now / Better have your boots on / Kick the dust up / Back it on up / Fill your cup up / Let’s tear it up, up / And / kick the dust up / (kick the dust up...) / [Verse 2] / Bar downtown they got a line / Of people way out the door / $10 dollar drinks, it’s packed inside / I don’t know what they’re waitin for / Got me a jar full of clear / And I got that music for your ears / And it’s like knock, knock, knock goes the diesel / If you really wanna see the beautiful people / [Chorus] / We go way out where / There ain’t nobody / We turn this cornfield / Into a party / Pedal to the floorboard / Eight up in a four door / Burnin’ up a back road song / Park it and we pile out / Baby, watch your step now / Better have your boots on / Kick the dust up / Let's back it on up / Fill your cup up / Let’s tear it up, up / And kick the dust up (c'mon) / [Bridge] / Just follow me down ‘neath the 32 bridge / Y'all be glad you did / (kick it) / [Chorus 2] / We go way out where / There ain’t nobody / We turn this cornfield / Into a party / Pedal to the floorboard / Eight up in a four door / Burnin’ up a back road song / Park it and we pile out / Baby watch your step now / Better have your boots on / Kick the dust up / Back it on up / Fill your cup up / That’s what’s up, up / Let’s kick the dust up"
21,,,,,"[Produced by Boi-1da & Vinylz] / [Intro: Drake & Big Sean] / Look / I feel blessed / Way up, I feel blessed / Way up, I feel blessed / (Straight... look) / [Verse 1: Big Sean] / I live the life I deserve, blessed / Fuck a vacay I feel better at work / I mean whatever it's worth, I give whatever I'm worth / For my niggas who gon' go to Hell and back for me / I'mma give 'em Heaven on Earth / Or a hell of a check, yeah, whichever come first / Blessings on blessings on blessings / Look at my life, man, that's lessons on lessons on lessons / I treat the beat like it's a reverend / I tell the truth like father, forgive me, these are all my confessions / Man, this wasn't luck, it was destined / I done lost homies who been with me since / Ed, Edd n Eddy / Who flip like confetti / And then when you back, they back to call you ""dog"" / That shit get-get petty, bitch, don't give no dap to me, nigga / Funny thing about talking behind my back / Is that it just keep coming back to me, nigga / Was off for a sec, now it's back to me, nigga, you mad at me / This ain't what I want, man, this what it had to be / This is that late night working after three, man / This is why my old girl was mad at me / This why I'm your majesty, man / The clique is the tightest, the pussy the tightest / The drinks are the coldest, the future the brightest / The feat not divided, the love is divided / And I just gotta thank God that we got it / Blessed / I don't know what I would do without it / Crew look like we robbed a bank, but all we make is deposits / Your prophet will profit, oh God / [Hook: Drake (Big Sean)] / I'm here for a good time, not a long time, you know I / I haven't had a good time in a long time, you know I / I'm way up, I feel blessed / Way up, I feel blessed (Straight up) / I'm way up, I feel blessed (Straight up, straight up) / Way up, I feel blessed / [Verse 2: Drake] / Look, I ain't gon' say that we back or nothing / ‘Cause that implies that we're back from something / If we're back from somethin' there's some checks you owe us / I expect that payment, nothing less or over / I don't need them favors that you ask me for / I could give two fucks 'bout where the Grammys go / I just gave out Grammys on my Instagram / Them OVO boys, the business man / It is what it is, trust me, you get what you give, yeah / You gotta come to my side and see how we live, yeah / I cannot see Heaven being much better than this, yeah / Blessings on blessings for me and my niggas from the 6 / Look at what we did, yeah / Be quiet, I'm doing a toast / For niggas that don't really do shit, I swear, y'all be doing the most / Stop worrying 'bout whoever's next / I am just worried 'bout my mama worrying less / I think I'm famous enough, I don't need any more press / I am convinced I'm the only one left / That's still doing this shit, man / [Hook: Drake (Big Sean)] / I'm here for a good time, not a long time, you know I / I haven't had a good time in a long time, you know I / I'm way up, I feel blessed / Way up, I feel blessed (Straight up) / I'm way up, I feel blessed (Straight up, straight up) / Way up, I feel blessed / [Verse 3: Big Sean] / My grandma just died, I'm the man of the house / So every morning I'm up ‘cause I can't let them down, down / Always down for the cause, never down for the count / I guess when your stars align / You do like the solar system and plan it out / So I'm going over time, on the overtime / Yeah, I'm that invested, but you can't attest it / Million dollar goals, managed to manifest it / The family never going anorexic / I pay mom mortgage and electric / Never going under even with anesthetics / At the top of the rap game and progressin' / Check after check, checking off my check list / Try and blow my cake, just know that's a death wish / No mistakes in life ever, it's only lessons / Shit feel like Shaq and Penny got back together / You tore the game apart, who put it back together? I / [Hook: Drake (Big Sean)] / I'm here for a good time, not a long time, you know I / I haven't had a good time in a long time, you know I / I'm way up, I feel blessed / Way up, I feel blessed (Straight up) / I'm way up, I feel blessed (Straight up, straight up) / I'm way up, I feel blessed / [Verse 4: Kanye West] / Since the truth keep niggas traumatized / They tryna compromise my condom size / So I Snapchat that whole shit / Tryna see titties, tryna show dick / And I swear to God I hope they post it / I'm blessed / Even though I get slammed with lawsuits like car doors / See three P.O.'s like Star Wars / They want me by the road holding up cardboard / So I go extra hard on the hard floor / Right now, I'm calling you from my home gym / Right after that, nigga, I'm gon' swim / Just did a couple laps in my home pool / And my daughter right there getting home-schooled / I'm blessed / And I was thinking 'bout starting up my own school / A Montessori / And the hallway looking like a monastery, oh yes / I'm way up, I feel blessed"
22,,,,,"[Verse 1 - George Ezra] / My house in Budapest, my / My hidden treasure chest / Golden grand piano / My beautiful Castillo / [Bridge - George Ezra] / You / You / I'd leave it all / [Verse 2 - George Ezra] / My acres of a land / I have achieved / It may be hard for you to / Stop and believe / [Bridge - George Ezra] / But for you / You / I'd leave it all / [Bridge - George Ezra] / Oh, for you / You / I'd leave it all / [Chorus - George Ezra] / Give me one good reason / Why I should never make a change / And baby if you hold me / Then all of this will go away / [Verse 3 - George Ezra] / My many artifacts / The list goes on / If you just say the words, I / I'll up and run / [Bridge - George Ezra] / Oh, to you / You / I'd leave it all / [Bridge - George Ezra] / Oh, to you / You / I'd leave it all / [Chorus - George Ezra] / Give me one good reason / Why I should never make a change / And baby if you hold me / Then all of this will go away / [Chorus - George Ezra] / Give me one good reason / Why I should never make a change / And baby if you hold me / Then all of this will go away / [Verse 4 - George Ezra] / My friends and family / They, dont understand / They fear they'd lose so much / If you took my hand / [Bridge 2 - George Ezra] / But for you / You / I'd lose it all / [Bridge 2 - George Ezra] / But for you / You / I'd lose it all / [Chorus - George Ezra] / Give me one good reason / Why I should never make a change / And baby if you hold me / Then all of this will go away / [Chorus - George Ezra] / Give me one good reason / Why I should never make a change / And baby if you hold me / Then all of this will go away / [Verse 5 - George Ezra] / My house in Budapest, my / My hidden treasure chest / Golden grand piano / My beautiful Castillo / [Bridge - George Ezra] / You / You / I'd leave it all / [Bridge - George Ezra] / You / You / I'd leave it all"
23,,,,,"[Produced by / Greg Kurstin / and / Jesse Shatkin / ] / [Written by Sia and Jesse Shatkin] / [Video performed by Maddie Ziegler and choreographed by Ryan Heffington] / [Verse 1] / Party girls don't get hurt / Can’t feel anything, when will I learn / I push it down, push it down / I'm the one ""for a good time call"" / Phone’s blowin' up, ringin' my doorbell / I feel the love, feel the love / [Pre-Chorus] / 1 2 3, 1 2 3, drink / 1 2 3, 1 2 3, drink / 1 2 3, 1 2 3, drink / Throw 'em back till I lose count / [Chorus] / I'm gonna swing from the chandelier / From the chandelier / I'm gonna live like tomorrow doesn't exist / Like it doesn't exist / I'm gonna fly like a bird through the night / Feel my tears as they dry / I'm gonna swing from the chandelier / From the chandelier / [Post-Chorus] / But I'm holding on for dear life / Won't look down, won't open my eyes / Keep my glass full until morning light / Cause I'm just holding on for tonight / Help me, I'm holding on for dear life / Won't look down, won't open my eyes / Keep my glass full until morning light / Cause I'm just holding on for tonight / On for tonight / [Verse 2] / Sun is up, I'm a mess / Gotta get out now, gotta run from this / Here comes the shame, here comes the shame / [Pre-Chorus] / 1 2 3, 1 2 3, drink / 1 2 3, 1 2 3, drink / 1 2 3, 1 2 3, drink / Throw 'em back till I lose count / [Chorus] / I'm gonna swing from the chandelier / From the chandelier / I'm gonna live like tomorrow doesn't exist / Like it doesn't exist / I'm gonna fly like a bird through the night / Feel my tears as they dry / I'm gonna swing from the chandelier / From the chandelier / [Post-Chorus] / But I'm holding on for dear life / Won't look down, won't open my eyes / Keep my glass full until morning light / Cause I'm just holding on for tonight / Help me, I'm holding on for dear life / Won't look down, won't open my eyes / Keep my glass full until morning light / Cause I'm just holding on for tonight / On for tonight / [Outro] / On for tonight / Yeah I'm just holding on for tonight / Oh, I'm just holding on for tonight / On for tonight, on for tonight / Yeah I'm just holding on for tonight / I'm just holding on for tonight / Oh, I'm just holding on for tonight / On for tonight, on for tonight"
